Season,Zone,Region,District,LZ System,LZ Type,Livelihood Zone,LZ pop..,"Stressed
IPC Phase 2","Crisis
IPC Phase 3","Emergency
IPC Phase 4","Catastrophe
IPC Phase 5"
2015 (Aug-Dec),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"29,673","11,601","2,865",0,0
2015 (Aug-Dec),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","49,671","8,941",0,0,0
2015 (Aug-Dec),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,452",988,0,0,0
2015 (Aug-Dec),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","38,184","6,873",0,0,0
2015 (Aug-Dec),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","36,561","6,581",0,0,0
2015 (Aug-Dec),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,369,67,0,0,0
2015 (Aug-Dec),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,091",741,0,0,0
2015 (Aug-Dec),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"2,728","1,067",263,0,0
2015 (Aug-Dec),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","19,089","3,436",0,0,0
2015 (Aug-Dec),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"8,336","1,510",0,0,0
2015 (Aug-Dec),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"6,254","2,445",604,0,0
2015 (Aug-Dec),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","22,925","4,127",0,0,0
2015 (Aug-Dec),South,Gedo,Garbahaarey,Urban,Urban,Urban,"18,422","3,684",0,0,0
2015 (Aug-Dec),South,Gedo,Garbahaarey,IDP,IDP,IDP,"9,000","4,500",0,0,0
2015 (Aug-Dec),South,Gedo,Baardheere,IDP,IDP,IDP,"18,000","18,000",0,0,0
2015 (Aug-Dec),South,Gedo,Belet Xaawo,IDP,IDP,IDP,"12,560","6,280",0,0,0
2015 (Aug-Dec),South,Gedo,Ceel Waaq,IDP,IDP,IDP,"13,010","6,505",0,0,0
2015 (Aug-Dec),South,Gedo,Doolow,IDP,IDP,IDP,"7,778",459,"5,351","1,921",0
2015 (Aug-Dec),South,Gedo,Luuq,IDP,IDP,IDP,"16,380","8,190",0,0,0
2015 (Aug-Dec),South,Gedo,Baardheere,Urban,Urban,Urban,"30,369","12,148",0,0,0
2015 (Aug-Dec),South,Gedo,Belet Xaawo,Urban,Urban,Urban,"26,920","5,384",0,0,0
2015 (Aug-Dec),South,Gedo,Ceel Waaq,Urban,Urban,Urban,"10,106","2,021",0,0,0
2015 (Aug-Dec),South,Gedo,Doolow,Urban,Urban,Urban,"7,559","1,512",0,0,0
2015 (Aug-Dec),South,Gedo,Luuq,Urban,Urban,Urban,"15,765","3,153",0,0,0
2017 (Feb-Jun),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,430","1,542","2,019",0,0
2017 (Feb-Jun),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","29,718","5,349","5,349",0,0
2017 (Feb-Jun),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"12,383","4,334",0,0,0
2017 (Feb-Jun),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,096","1,473","1,928",0,0
2017 (Feb-Jun),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"42,575","5,854","18,627",0,0
2017 (Feb-Jun),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"29,673","10,386",0,0,0
2017 (Feb-Jun),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","49,671","8,941","8,941",0,0
2017 (Feb-Jun),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,452","1,132","1,482",0,0
2017 (Feb-Jun),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","38,184","6,873","6,873",0,0
2017 (Feb-Jun),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","36,561","6,581","6,581",0,0
2017 (Feb-Jun),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,369,77,100,0,0
2017 (Feb-Jun),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,091",849,"1,112",0,0
2017 (Feb-Jun),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"2,728",955,0,0,0
2017 (Feb-Jun),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","19,089","3,436","3,436",0,0
2017 (Feb-Jun),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"8,336","1,730","2,265",0,0
2017 (Feb-Jun),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"6,254","2,189",0,0,0
2017 (Feb-Jun),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","22,925","4,127","4,127",0,0
2017 (Feb-Jun),South,Gedo,Garbahaarey,URBAN,Urban,URBAN,"18,422","5,527","1,842",0,0
2017 (Feb-Jun),South,Gedo,Baardheere,URBAN,Urban,URBAN,"30,369","12,148",0,0,0
2017 (Feb-Jun),South,Gedo,Belet Xaawo,URBAN,Urban,URBAN,"26,920","8,076","2,692",0,0
2017 (Feb-Jun),South,Gedo,Ceel Waaq,URBAN,Urban,URBAN,"10,106","3,032","1,011",0,0
2017 (Feb-Jun),South,Gedo,Doolow,URBAN,Urban,URBAN,"7,559","2,268",756,0,0
2017 (Feb-Jun),South,Gedo,Luuq,URBAN,Urban,URBAN,"15,765","4,730","1,577",0,0
2017 (Feb-Jun),South,Gedo,Garbahaarey,IDP,IDP,IDP,"9,000","6,750","2,250",0,0
2017 (Feb-Jun),South,Gedo,Baardheere,IDP,IDP,IDP,"18,000","18,000",0,0,0
2017 (Feb-Jun),South,Gedo,Belet Xaawo,IDP,IDP,IDP,"12,560","9,420","3,140",0,0
2017 (Feb-Jun),South,Gedo,Ceel Waaq,IDP,IDP,IDP,"13,010","9,758","3,253",0,0
2017 (Feb-Jun),South,Gedo,Doolow,IDP,IDP,IDP,"7,778","2,886","3,835",887,0
2017 (Feb-Jun),South,Gedo,Luuq,IDP,IDP,IDP,"16,380","12,285","4,095",0,0
2016 (Aug-Dec),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,430","2,019",673,0,0
2016 (Aug-Dec),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","29,718","8,024",0,0,0
2016 (Aug-Dec),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"12,383","1,195",0,0,0
2016 (Aug-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,096","1,928",643,0,0
2016 (Aug-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"42,575","9,579",0,0,0
2016 (Aug-Dec),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"29,673","2,865",0,0,0
2016 (Aug-Dec),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","49,671","13,411",0,0,0
2016 (Aug-Dec),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,452","1,482",494,0,0
2016 (Aug-Dec),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","38,184","10,310",0,0,0
2016 (Aug-Dec),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","36,561","9,871",0,0,0
2016 (Aug-Dec),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,369,100,33,0,0
2016 (Aug-Dec),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,091","1,112",371,0,0
2016 (Aug-Dec),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"2,728",263,0,0,0
2016 (Aug-Dec),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","19,089","5,154",0,0,0
2016 (Aug-Dec),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"8,336","2,265",755,0,0
2016 (Aug-Dec),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"6,254",604,0,0,0
2016 (Aug-Dec),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","22,925","6,190",0,0,0
2016 (Aug-Dec),South,Gedo,Garbahaarey,URBAN,Urban,URBAN,"18,422","5,527",0,0,0
2016 (Aug-Dec),South,Gedo,Baardheere,URBAN,Urban,URBAN,"30,369","6,074",0,0,0
2016 (Aug-Dec),South,Gedo,Belet Xaawo,URBAN,Urban,URBAN,"26,920","8,076",0,0,0
2016 (Aug-Dec),South,Gedo,Ceel Waaq,URBAN,Urban,URBAN,"10,106","3,032",0,0,0
2016 (Aug-Dec),South,Gedo,Doolow,URBAN,Urban,URBAN,"7,559","2,268",0,0,0
2016 (Aug-Dec),South,Gedo,Luuq,URBAN,Urban,URBAN,"15,765","4,730",0,0,0
2016 (Aug-Dec),South,Gedo,Garbahaarey,IDP,IDP,IDP,"9,000","6,750",0,0,0
2016 (Aug-Dec),South,Gedo,Baardheere,IDP,IDP,IDP,"18,000","9,000",0,0,0
2016 (Aug-Dec),South,Gedo,Belet Xaawo,IDP,IDP,IDP,"12,560","9,420",0,0,0
2016 (Aug-Dec),South,Gedo,Ceel Waaq,IDP,IDP,IDP,"13,010","9,758",0,0,0
2016 (Aug-Dec),South,Gedo,Doolow,IDP,IDP,IDP,"7,778",311,"5,756","1,556",0
2016 (Aug-Dec),South,Gedo,Luuq,IDP,IDP,IDP,"16,380","12,285",0,0,0
2018 (Feb-Jun),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,430","2,019",673,0,0
2018 (Feb-Jun),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","29,718","8,024",0,0,0
2018 (Feb-Jun),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"12,382","3,288",0,0,0
2018 (Feb-Jun),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,096","1,928",643,0,0
2018 (Feb-Jun),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"42,575","9,047","9,579",0,0
2018 (Feb-Jun),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"29,673","7,879",0,0,0
2018 (Feb-Jun),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","49,671","13,411",0,0,0
2018 (Feb-Jun),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,452","1,482",494,0,0
2018 (Feb-Jun),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","38,184","10,310",0,0,0
2018 (Feb-Jun),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","36,561","9,871",0,0,0
2018 (Feb-Jun),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,369,100,33,0,0
2018 (Feb-Jun),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,091","1,112",371,0,0
2018 (Feb-Jun),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"2,728",724,0,0,0
2018 (Feb-Jun),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","19,089","5,154",0,0,0
2018 (Feb-Jun),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"8,336","2,265",755,0,0
2018 (Feb-Jun),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"6,254","1,660",0,0,0
2018 (Feb-Jun),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","22,925","6,190",0,0,0
2018 (Feb-Jun),South,Gedo,Garbahaarey,URBAN,Urban,URBAN,"18,422","5,527",0,0,0
2018 (Feb-Jun),South,Gedo,Baardheere,URBAN,Urban,URBAN,"30,369","9,111",0,0,0
2018 (Feb-Jun),South,Gedo,Belet Xaawo,URBAN,Urban,URBAN,"26,920","8,076",0,0,0
2018 (Feb-Jun),South,Gedo,Ceel Waaq,URBAN,Urban,URBAN,"10,106","3,032",0,0,0
2018 (Feb-Jun),South,Gedo,Doolow,URBAN,Urban,URBAN,"7,559","2,268",0,0,0
2018 (Feb-Jun),South,Gedo,Luuq,URBAN,Urban,URBAN,"15,765","4,730",0,0,0
2018 (Feb-Jun),South,Gedo,Garbahaarey,IDP,IDP,IDP,"9,000","6,750",0,0,0
2018 (Feb-Jun),South,Gedo,Baardheere,IDP,IDP,IDP,"18,000","13,500",0,0,0
2018 (Feb-Jun),South,Gedo,Belet Xaawo,IDP,IDP,IDP,"12,560","9,420",0,0,0
2018 (Feb-Jun),South,Gedo,Ceel Waaq,IDP,IDP,IDP,"13,010","9,758",0,0,0
2018 (Feb-Jun),South,Gedo,Doolow,IDP,IDP,IDP,"7,778","4,356","2,956",544,0
2018 (Feb-Jun),South,Gedo,Luuq,IDP,IDP,IDP,"16,380","12,285",0,0,0
2017 (Aug-Dec),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,430",869,"2,888",673,0
2017 (Aug-Dec),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","29,718","5,349","5,349",0,0
2017 (Aug-Dec),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"12,383","4,334",0,0,0
2017 (Aug-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"7,096",830,"2,759",643,0
2017 (Aug-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"42,575","5,854","15,433","3,193",0
2017 (Aug-Dec),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"29,673","10,386",0,0,0
2017 (Aug-Dec),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","49,671","8,941","8,941",0,0
2017 (Aug-Dec),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,452",638,"2,120",494,0
2017 (Aug-Dec),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","38,184","6,873","6,873",0,0
2017 (Aug-Dec),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","36,561","6,581","6,581",0,0
2017 (Aug-Dec),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,369,43,144,33,0
2017 (Aug-Dec),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,091",479,"1,590",371,0
2017 (Aug-Dec),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"2,728",955,0,0,0
2017 (Aug-Dec),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","19,089","3,436","3,436",0,0
2017 (Aug-Dec),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"8,336",975,"3,241",755,0
2017 (Aug-Dec),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"6,254","2,189",0,0,0
2017 (Aug-Dec),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","22,925","4,127","4,127",0,0
2017 (Aug-Dec),South,Gedo,Garbahaarey,URBAN,Urban,URBAN,"18,422","5,527","1,842",0,0
2017 (Aug-Dec),South,Gedo,Baardheere,URBAN,Urban,URBAN,"30,369","12,148",0,0,0
2017 (Aug-Dec),South,Gedo,Belet Xaawo,URBAN,Urban,URBAN,"26,920","8,076","2,692",0,0
2017 (Aug-Dec),South,Gedo,Ceel Waaq,URBAN,Urban,URBAN,"10,106","3,032","1,011",0,0
2017 (Aug-Dec),South,Gedo,Doolow,URBAN,Urban,URBAN,"7,559","2,268",756,0,0
2017 (Aug-Dec),South,Gedo,Luuq,URBAN,Urban,URBAN,"15,765","4,730","1,577",0,0
2017 (Aug-Dec),South,Gedo,Garbahaarey,IDP,IDP,IDP,"9,000","6,750","2,250",0,0
2017 (Aug-Dec),South,Gedo,Baardheere,IDP,IDP,IDP,"18,000","18,000",0,0,0
2017 (Aug-Dec),South,Gedo,Belet Xaawo,IDP,IDP,IDP,"12,560","9,420","3,140",0,0
2017 (Aug-Dec),South,Gedo,Ceel Waaq,IDP,IDP,IDP,"13,010","9,758","3,253",0,0
2017 (Aug-Dec),South,Gedo,Doolow,IDP,IDP,IDP,"7,778","2,022","3,422","1,400",0
2017 (Aug-Dec),South,Gedo,Luuq,IDP,IDP,IDP,"16,380","12,285","4,095",0,0
2019 (Feb-Jun),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,187",519,0,0,0
2019 (Feb-Jun),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","20,750","2,075",0,0,0
2019 (Feb-Jun),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"8,646","4,323",432,0,0
2019 (Feb-Jun),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,954",495,0,0,0
2019 (Feb-Jun),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"29,727","4,459","1,486",0,0
2019 (Feb-Jun),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"20,719","10,359","1,036",0,0
2019 (Feb-Jun),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","34,681","3,468",0,0,0
2019 (Feb-Jun),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"3,807",381,0,0,0
2019 (Feb-Jun),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","26,661","2,666",0,0,0
2019 (Feb-Jun),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","25,527","2,553",0,0,0
2019 (Feb-Jun),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,258,26,0,0,0
2019 (Feb-Jun),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"2,856",286,0,0,0
2019 (Feb-Jun),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"1,905",952,95,0,0
2019 (Feb-Jun),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","13,328","1,333",0,0,0
2019 (Feb-Jun),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,820",582,0,0,0
2019 (Feb-Jun),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"4,366","2,183",218,0,0
2019 (Feb-Jun),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","16,007","1,601",0,0,0
2019 (Feb-Jun),South,Gedo,Garbahaarey,Urban,Urban,Urban,"12,863",0,0,0,0
2019 (Feb-Jun),South,Gedo,Baardheere,Urban,Urban,Urban,"21,204",0,0,0,0
2019 (Feb-Jun),South,Gedo,Belet Xaawo,Urban,Urban,Urban,"18,796",0,0,0,0
2019 (Feb-Jun),South,Gedo,Ceel Waaq,Urban,Urban,Urban,"7,056",0,0,0,0
2019 (Feb-Jun),South,Gedo,Doolow,Urban,Urban,Urban,"5,278",0,0,0,0
2019 (Feb-Jun),South,Gedo,Luuq,Urban,Urban,Urban,"11,007",0,0,0,0
2019 (Feb-Jun),South,Gedo,Garbahaarey,IDP_Urb,IDP,IDP_Urb,"103,000",0,0,0,0
2019 (Feb-Jun),South,Gedo,Baardheere,IDP_Urb,IDP,IDP_Urb,"10,363",0,0,0,0
2019 (Feb-Jun),South,Gedo,Belet Xaawo,IDP_Urb,IDP,IDP_Urb,"31,000",0,0,0,0
2019 (Feb-Jun),South,Gedo,Ceel Waaq,IDP_Urb,IDP,IDP_Urb,"4,026",0,0,0,0
2019 (Feb-Jun),South,Gedo,Doolow,IDP_Urb,IDP,IDP_Urb,"47,000","14,100","21,150","4,700",0
2019 (Feb-Jun),South,Gedo,Luuq,IDP_Urb,IDP,IDP_Urb,600,0,0,0,0
2019 (Feb-Jun),South,Gedo,Garbahaarey,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Feb-Jun),South,Gedo,Baardheere,IDP_Rur,IDP,IDP_Rur,637,133,18,0,0
2019 (Feb-Jun),South,Gedo,Belet Xaawo,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Feb-Jun),South,Gedo,Ceel Waaq,IDP_Rur,IDP,IDP_Rur,"5,974",602,0,0,0
2019 (Feb-Jun),South,Gedo,Doolow,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Feb-Jun),South,Gedo,Luuq,IDP_Rur,IDP,IDP_Rur,"4,400",739,34,0,0
2018 (Aug-Dec),South,Gedo,Garbahaarey,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,187","1,401",0,0,0
2018 (Aug-Dec),South,Gedo,Garbahaarey,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","20,750","3,735",0,0,0
2018 (Aug-Dec),South,Gedo,Garbahaarey,Riverine,Rural,Riverine Pump Irrigation,"8,646","1,461","1,565",0,0
2018 (Aug-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Southern Agro-Pastoral,"4,954","1,338",0,0,0
2018 (Aug-Dec),South,Gedo,Baardheere,Agro-Pastoral,Rural,Sorghum High Potential Agropastoral,"29,727","6,688",0,0,0
2018 (Aug-Dec),South,Gedo,Baardheere,Riverine,Rural,Riverine Pump Irrigation,"20,719","3,501","3,751",0,0
2018 (Aug-Dec),South,Gedo,Baardheere,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","34,681","6,243",0,0,0
2018 (Aug-Dec),South,Gedo,Belet Xaawo,Agro-Pastoral,Rural,Southern Agro-Pastoral,"3,807","1,028",0,0,0
2018 (Aug-Dec),South,Gedo,Belet Xaawo,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","26,661","4,799",0,0,0
2018 (Aug-Dec),South,Gedo,Ceel Waaq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","25,527","4,595",0,0,0
2018 (Aug-Dec),South,Gedo,Ceel Waaq,Agro-Pastoral,Rural,Southern Agro-Pastoral,258,70,0,0,0
2018 (Aug-Dec),South,Gedo,Doolow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"2,856",771,0,0,0
2018 (Aug-Dec),South,Gedo,Doolow,Riverine,Rural,Riverine Pump Irrigation,"1,905",322,345,0,0
2018 (Aug-Dec),South,Gedo,Doolow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","13,328","2,399",0,0,0
2018 (Aug-Dec),South,Gedo,Luuq,Agro-Pastoral,Rural,Southern Agro-Pastoral,"5,820","1,571",0,0,0
2018 (Aug-Dec),South,Gedo,Luuq,Riverine,Rural,Riverine Pump Irrigation,"4,366",738,790,0,0
2018 (Aug-Dec),South,Gedo,Luuq,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","16,007","2,881",0,0,0
2018 (Aug-Dec),South,Gedo,Garbahaarey,Urban,Urban,Urban,"12,863","1,286",0,0,0
2018 (Aug-Dec),South,Gedo,Baardheere,Urban,Urban,Urban,"21,204","2,120",0,0,0
2018 (Aug-Dec),South,Gedo,Belet Xaawo,Urban,Urban,Urban,"18,796","1,880",0,0,0
2018 (Aug-Dec),South,Gedo,Ceel Waaq,Urban,Urban,Urban,"7,056",706,0,0,0
2018 (Aug-Dec),South,Gedo,Doolow,Urban,Urban,Urban,"5,278",528,0,0,0
2018 (Aug-Dec),South,Gedo,Luuq,Urban,Urban,Urban,"11,007","1,101",0,0,0
2018 (Aug-Dec),South,Gedo,Garbahaarey,IDP_Urb,IDP,IDP_Urb,"103,000","25,750",0,0,0
2018 (Aug-Dec),South,Gedo,Baardheere,IDP_Urb,IDP,IDP_Urb,"10,363","2,591",0,0,0
2018 (Aug-Dec),South,Gedo,Belet Xaawo,IDP_Urb,IDP,IDP_Urb,"31,000","7,750",0,0,0
2018 (Aug-Dec),South,Gedo,Ceel Waaq,IDP_Urb,IDP,IDP_Urb,"4,026","1,007",0,0,0
2018 (Aug-Dec),South,Gedo,Doolow,IDP_Urb,IDP,IDP_Urb,"47,000","18,330","23,030","5,170",0
2018 (Aug-Dec),South,Gedo,Luuq,IDP_Urb,IDP,IDP_Urb,600,150,0,0,0
2018 (Aug-Dec),South,Gedo,Garbahaarey,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2018 (Aug-Dec),South,Gedo,Baardheere,IDP_Rur,IDP,IDP_Rur,637,127,25,0,0
2018 (Aug-Dec),South,Gedo,Belet Xaawo,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2018 (Aug-Dec),South,Gedo,Ceel Waaq,IDP_Rur,IDP,IDP_Rur,"5,974","1,075",0,0,0
2018 (Aug-Dec),South,Gedo,Doolow,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2018 (Aug-Dec),South,Gedo,Luuq,IDP_Rur,IDP,IDP_Rur,"4,400",880,132,0,0
2016 (Feb-Jun),South,Hiraan,Belet Weyne,Agro-Pastoral,Rural,Southern Agro-Pastoral,"96,590","26,251",0,0,0
2016 (Feb-Jun),South,Hiraan,Belet Weyne,Pastoral,Rural,Hawd Pastoral,"36,393","5,459",0,0,0
2016 (Feb-Jun),South,Hiraan,Belet Weyne,Riverine,Rural,Riverine Pump Irrigation,"18,973","5,038",0,0,0
2016 (Feb-Jun),South,Hiraan,Belet Weyne,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","18,973","1,708",0,0,0
2016 (Feb-Jun),South,Hiraan,Bulo Burto,Agro-Pastoral,Rural,Southern Agro-Pastoral,"54,058","14,692",0,0,0
2016 (Feb-Jun),South,Hiraan,Bulo Burto,Riverine,Rural,Riverine Pump Irrigation,"16,219","4,306",0,0,0
